the_geom,SYSTEM,GISPROPNUM,BOROUGH,NAME,SHAPE_STAr,SHAPE_STLe
"MULTIPOLYGON (((-73.78135092356035 40.59072291885122, -73.78126474850562 40.59074611268284, -73.78066521435534 40.59089294067064, -73.78028166897555 40.589607381619956, -73.78025274112005 40.58951041889627, -73.78028390841654 40.589502259396134, -73.78032956564329 40.589489616854834, -73.78037492245954 40.589476363164586, -73.78039404441982 40.589466759580944, -73.78041365112968 40.589457741361876, -73.78043371064517 40.589449323755034, -73.78045419339682 40.58944151841052, -73.78047506508145 40.589434339671, -73.78049629495415 40.58942779738332, -73.78051784872366 40.58942190228804, -73.78053985177092 40.58941804143459, -73.7805616525006 40.5894135588276, -73.78058321781624 40.58940846070769, -73.7806045205248 40.58940275422725, -73.78062552988663 40.5893964474325, -73.78064621634026 40.58938954927238, -73.78066655150272 40.58938206959872, -73.7806908471389 40.58936964188589, -73.78071562168772 40.58935777791065, -73.78074085267615 40.58934648663503, -73.78076651880367 40.589335779724976, -73.78079259523486 40.589325666138045, -73.78081905949695 40.5893161548364, -73.78084588675458 40.58930725477764, -73.78087305217551 40.58929897401887, -73.78090053328995 40.589291320621754, -73.78094781466923 40.58927754176655, -73.78096190104617 40.58927362071357, -73.78099824493208 40.58940902283855, -73.78135092356035 40.59072291885122)))",Q162-ZN03B-BCH0100,Q162,Q,Rockaway Beach,108113.506531,1471.69269354
"MULTIPOLYGON (((-73.78066521435534 40.59089294067064, -73.78066347292814 40.590893364195885, -73.78066257205342 40.590893587607766, -73.78034310860693 40.59093227001318, -73.78013575102787 40.590954933209076, -73.77985726126353 40.590989645692936, -73.77949356724777 40.58965562509712, -73.7794772624622 40.58959582049117, -73.77949025588104 40.589593464436206, -73.77950419052652 40.58959153883629, -73.77951824139105 40.589590190694864, -73.77952276998663 40.58958994543594, -73.77953236829441 40.58958942533796, -73.77953520583758 40.5895897387622, -73.779552827412 40.589591687089055, -73.77957338056254 40.58959337538181, -73.77959400176071 40.58959448926583, -73.77961466265887 40.58959502778613, -73.77963533609649 40.58959498818904, -73.77965599371687 40.589594372221306, -73.7796766071694 40.58959317982848, -73.77969715045985 40.58959141276182, -73.77971759404744 40.58958907366637, -73.7797359973079 40.58958502956248, -73.77975461703731 40.589581610835616, -73.77977341777485 40.58957882462195, -73.77979236288127 40.58957667715482, -73.77981141336365 40.58957517196155, -73.77983053259183 40.58957431257395, -73.77984968276311 40.5895740998202, -73.77986882725617 40.5895745345306, -73.77988792709307 40.58957561572992, -73.77990687869767 40.58957651293481, -73.77992586291776 40.58957683296191, -73.77994484903434 40.58957657755337, -73.77996380633702 40.58957574574985, -73.77998270528815 40.58957433929583, -73.78000151516555 40.589572360834204, -73.78002020761271 40.58956981211169, -73.78003875189864 40.58956669847273, -73.78005711847679 40.58956302436343, -73.78007527897567 40.58955879603326, -73.78009320384278 40.58955401972944, -73.78011086588516 40.58954870260429, -73.78012823553834 40.5895428545071, -73.7801452867877 40.58953648349297, -73.78019175538985 40.589525696741894, -73.78023796732975 40.58951428721769, -73.78025274112005 40.58951041889627, -73.78028166897555 40.589607381619956, -73.78066521435534 40.59089294067064)))",Q162-ZN03A-BCH0099,Q162,Q,Rockaway Beach,113451.473618,1482.58576498
"MULTIPOLYGON (((-73.77985726126353 40.590989645692936, -73.77916389547758 40.59107607058589, -73.77906133261703 40.5910888247931, -73.77869785626386 40.58974864968646, -73.77867414504755 40.58966122057268, -73.77868653744184 40.589660230449354, -73.77871551427317 40.5896572613895, -73.7787443644752 40.58965364910291, -73.77877306441295 40.58964939624576, -73.77880158926733 40.589644506372515, -73.7788299154004 40.589638983039876, -73.77884232260253 40.58963494644866, -73.77885501033136 40.58963145161222, -73.77886793602319 40.589628510155244, -73.778881060664 40.589626131908474, -73.77889434052366 40.58962432399184, -73.77890773423779 40.58962309262948, -73.77892119690985 40.589622440436415, -73.77893468718136 40.58962237183578, -73.77894816017076 40.58962288494012, -73.77896157335623 40.58962397876711, -73.77897488422177 40.58962565053345, -73.7789858543645 40.58962965646217, -73.77899714886341 40.58963309748332, -73.77900871934042 40.58963595729432, -73.7790205138586 40.58963822408834, -73.77902319055676 40.589638595750074, -73.77903063736935 40.589639631267445, -73.77903248047815 40.589639886959134, -73.77904456487866 40.58964094039905, -73.77905671510845 40.58964137710395, -73.77906887564805 40.58964119696703, -73.77908099451872 40.5896404007889, -73.77909301619209 40.589638991164406, -73.7791098670361 40.589633605093944, -73.77912699488778 40.58962875356546, -73.77914437137068 40.58962444462899, -73.77916196456732 40.58962068542723, -73.77917974728834 40.58961748221158, -73.77919768761939 40.58961484122426, -73.77921575601756 40.58961276601063, -73.77923392057745 40.589611260111326, -73.77925215175618 40.58961032707169, -73.77927041765727 40.58960996773094, -73.77928868756261 40.58961018383116, -73.77930692958766 40.589610972609435, -73.77933000475416 40.58961408591914, -73.77934660922564 40.58960746471967, -73.77936670642346 40.589599852441516, -73.77938023527858 40.58959954522326, -73.7793941922407 40.58960123529153, -73.77941076043844 40.589605592326, -73.77942374306943 40.589611510290965, -73.77943649262163 40.58960681150568, -73.77944955816953 40.589602646436965, -73.7794628995119 40.58959902671433, -73.77947647881312 40.589595963071396, -73.7794772624622 40.58959582049117, -73.77985726126353 40.590989645692936)))",Q162-ZN03A-BCH0101,Q162,Q,Rockaway Beach,117512.112457,1504.37319644
"MULTIPOLYGON (((-73.77906133261703 40.5910888247931, -73.77821669881001 40.59119382984917, -73.77820786858993 40.5911949141489, -73.77791100213182 40.589976774699956, -73.77788210106486 40.58985818349427, -73.77790371780632 40.589854421456316, -73.77809560655909 40.589810378244785, -73.77812064945789 40.58979793090514, -73.77814620296195 40.589786102306796, -73.77817223986686 40.58977490320315, -73.77819873414643 40.5897643452505, -73.77822565859641 40.589754439202316, -73.77825298483124 40.58974519580987, -73.77828373684373 40.58974232303875, -73.77831435312744 40.58973870256095, -73.77834480177845 40.58973433701656, -73.77837505206509 40.589729231749644, -73.77840507325571 40.58972339210423, -73.77842760190734 40.589713563981924, -73.77845050213611 40.58970424716992, -73.77847375382518 40.589695452435514, -73.77849733569434 40.5896871851406, -73.77852122999829 40.58967945335558, -73.77854541308541 40.589672265139335, -73.77856986485995 40.58966562495564, -73.77859909769909 40.58966525083403, -73.77862830434304 40.589664226474675, -73.77865745880028 40.5896625527281, -73.77867414504755 40.58966122057268, -73.77869785626386 40.58974864968646, -73.77906133261703 40.5910888247931)))",Q162-ZN03A-BCH0102,Q162,Q,Rockaway Beach,121167.635422,1500.7632075
"MULTIPOLYGON (((-73.7779147802556 40.58999227735373, -73.77820786858993 40.5911949141489, -73.77749930560125 40.59128213175597, -73.7773395951751 40.59129188486925, -73.77707147049486 40.59009881373637, -73.77706065825909 40.590050704668066, -73.77733097785843 40.589969352992156, -73.77740855647703 40.58995593867673, -73.77748589433178 40.58994174128561, -73.77756297959861 40.58992676349795, -73.77763979809082 40.589911007988384, -73.77768314037735 40.589899915425285, -73.77772676277996 40.58988948167221, -73.77777064992547 40.58987971210232, -73.77781478290592 40.58987060938031, -73.7778591451698 40.58986217797658, -73.77788210106486 40.58985818349427, -73.77791100213182 40.589976774699956, -73.7779147802556 40.58999227735373)))",Q162-ZN03A-BCH0104,Q162,Q,Rockaway Beach,115623.546402,1437.08159606
"MULTIPOLYGON (((-73.7773395951751 40.59129188486925, -73.7766453223738 40.59133428861664, -73.77595065994483 40.59137425328943, -73.77580821180915 40.59021042559358, -73.77580994374999 40.59021036863749, -73.77584668163506 40.590208542901266, -73.77588335778786 40.5902061037746, -73.7759182305205 40.5902031964479, -73.77591995448233 40.590203053024084, -73.77592249153383 40.59020279862009, -73.77595645517665 40.590199391518105, -73.77599284214483 40.59019512102314, -73.77602909765783 40.59019024420644, -73.77606520516787 40.5901847637374, -73.77610114458946 40.590178680477585, -73.77616172761942 40.59016840914044, -73.77622249857255 40.590158807228214, -73.77628344680713 40.59014987832201, -73.77634455696538 40.59014162329216, -73.77640581840872 40.59013404481934, -73.77646721696378 40.590127142875616, -73.77648587772717 40.59012638311075, -73.77650447102266 40.59012495772287, -73.77651403705167 40.5901238767863, -73.77651888446768 40.59012332968905, -73.77652295667468 40.59012287023601, -73.77654129332029 40.59012012597285, -73.77655776113814 40.59011704397761, -73.77655401633034 40.59009661906817, -73.77655334463533 40.590092954421955, -73.77652486761437 40.58993766095503, -73.77651968006064 40.58992301371504, -73.77651972013646 40.58991103859717, -73.77652326865538 40.589893747293175, -73.77654601740049 40.58987649332873, -73.77656874387367 40.5898658924032, -73.77661063049915 40.58986730482054, -73.77663680307968 40.58987001675444, -73.77665072998818 40.58988068894461, -73.77667334519772 40.58990335321542, -73.7766923985974 40.58994730079711, -73.77669406441191 40.58997125532631, -73.77670961267941 40.590019188125034, -73.77671344460734 40.5900605576339, -73.77671372394221 40.59006357133691, -73.77671466680847 40.59007375361618, -73.77671810405906 40.59008972752293, -73.77673376032453 40.59010572517209, -73.77675548893197 40.590113420059794, -73.77677533799508 40.59011055622619, -73.77679813841016 40.590109300157934, -73.7768208722071 40.590107476624354, -73.77684351575081 40.590105088281156, -73.77686604540658 40.590102137784065, -73.77688843636108 40.59009862688609, -73.7768991641531 40.590096664757205, -73.77691052195014 40.59009458678209, -73.77691066497052 40.590094560944515, -73.77693270759703 40.59008994351563, -73.7769545394154 40.59008477995454, -73.77697614032866 40.590079074724954, -73.7769974831432 40.590072834978486, -73.77701854893421 40.59006606788274, -73.77703931287677 40.59005877879287, -73.77705975367756 40.59005097667293, -73.77706065825909 40.590050704668066, -73.77707147049486 40.59009881373637, -73.7773395951751 40.59129188486925)))",Q162-ZN03A-BCH0103,Q162,Q,Rockaway Beach,166232.120499,1787.89893817
"MULTIPOLYGON (((-73.77595065994483 40.59137425328943, -73.77525229260729 40.59141442534575, -73.77509684645565 40.5914236946977, -73.77496781438803 40.590584553457624, -73.77492871688831 40.59033028448768, -73.77494504475303 40.590327056564014, -73.7749974926361 40.590316085506736, -73.7750497344915 40.59030455209388, -73.77507788892161 40.59030108254866, -73.77508640420326 40.590299841181555, -73.77510590129629 40.59029700036084, -73.77513375033368 40.59029231089196, -73.77516141121734 40.59028701679516, -73.7751888638498 40.59028112253391, -73.77521608340557 40.590274633462926, -73.77524304978427 40.59026755494625, -73.77524703572021 40.59026641006926, -73.77526141275129 40.59026228226148, -73.77526973934472 40.590259891440404, -73.77529613079923 40.59025165010825, -73.77532220286017 40.59024283811245, -73.775347934243 40.590233461715414, -73.77537330483831 40.59022352898268, -73.77538267347701 40.590219331934144, -73.77539239482593 40.590215631764174, -73.775402426299 40.590212446399924, -73.77541271823473 40.59020979015272, -73.7754232245215 40.59020767553966, -73.775433895516 40.590206111468966, -73.77544468157494 40.59020510684892, -73.77545553189209 40.59020466518219, -73.77546639684525 40.59020478907339, -73.77547722564331 40.59020547752278, -73.77550484995497 40.59020823217402, -73.775532558792 40.59021044126497, -73.77556033326256 40.59021210205702, -73.77558815564993 40.590213213615044, -73.77561600587185 40.59021377589976, -73.7756438650305 40.59021378797373, -73.77566117774532 40.59021345346056, -73.77567171658733 40.59021324980469, -73.7756852876812 40.59021271887269, -73.77569235145445 40.590212442692604, -73.7757363548473 40.590212179178664, -73.77577316185261 40.590211581017876, -73.77580821180915 40.59021042559358, -73.77595065994483 40.59137425328943)))",Q162-ZN03A-BCH0093,Q162,Q,Rockaway Beach,102264.466751,1316.97447021
"MULTIPOLYGON (((-73.77509684645565 40.5914236946977, -73.7742817491749 40.59147230079333, -73.77413870080943 40.59041379443551, -73.77414147849264 40.59041364770637, -73.77422440137101 40.59040996542165, -73.77430737151313 40.590406975674505, -73.77439038064968 40.590404679349085, -73.77442201682076 40.5904042281598, -73.77445362795125 40.59040314654437, -73.77448518923059 40.59040143535468, -73.77451668175746 40.59039909455367, -73.77454808307779 40.59039612679896, -73.77457937192479 40.59039253294933, -73.77461052702249 40.590388316565345, -73.77464152709813 40.590383480306926, -73.77467234969457 40.590378027732285, -73.77470297472027 40.59037196150376, -73.77473338089338 40.590365286982895, -73.77478655595307 40.59035658227046, -73.77483956518061 40.59034730717549, -73.77489239793107 40.590337465279426, -73.77492871688831 40.59033028448768, -73.77509684645565 40.5914236946977)))",Q162-ZN02C-BCH0094,Q162,Q,Rockaway Beach,87276.287262,1238.22548803
"MULTIPOLYGON (((-73.7742817491749 40.59147230079333, -73.7735465710724 40.591516139962614, -73.77339757077378 40.59152506491224, -73.77327041169988 40.59052287076649, -73.77330320082856 40.59051616710572, -73.7734211582272 40.59048848615231, -73.77353886481244 40.59046019222592, -73.77361217123286 40.590442150551766, -73.77360877193516 40.590395334507186, -73.77360851008302 40.59039173458838, -73.773592168167 40.5901666915295, -73.77360096303346 40.59014674959707, -73.77361673466493 40.59012815238706, -73.7736517020727 40.59011092306642, -73.77368314274601 40.5901043319085, -73.77372677419247 40.5901057479129, -73.77376337476886 40.59012178811029, -73.77377727991666 40.590139112792976, -73.77378416203226 40.59016840064538, -73.77380268177878 40.59035191840019, -73.77380300979159 40.59035516994514, -73.77381119992405 40.59043633067394, -73.7738173359486 40.590436195065976, -73.77385771955146 40.59043468602196, -73.77389805560034 40.590432568114544, -73.77393832873744 40.59042984131351, -73.77397852359914 40.590426507389864, -73.77401862364354 40.59042256721161, -73.77405861232867 40.5904180216469, -73.77413870080943 40.59041379443551, -73.7742817491749 40.59147230079333)))",Q162-ZN02C-BCH0095,Q162,Q,Rockaway Beach,100266.453659,1468.44349639
"MULTIPOLYGON (((-73.77339757077378 40.59152506491224, -73.77259396783285 40.59157319272096, -73.77252237215231 40.59156957137717, -73.77242085643287 40.59068660356021, -73.77244085063094 40.59068319954604, -73.77251960969139 40.59066918030974, -73.77259818876806 40.59065458342606, -73.77267657840574 40.59063940977715, -73.77275477387133 40.5906236611552, -73.77283276570964 40.5906073384424, -73.77295076074058 40.59058571858654, -73.77306850438065 40.590563315556025, -73.77318598716958 40.59054013113389, -73.77327041169988 40.59052287076649, -73.77339757077378 40.59152506491224)))",Q162-ZN02C-BCH0096,Q162,Q,Rockaway Beach,83671.5432434,1176.94519834
"MULTIPOLYGON (((-73.77252237215231 40.59156957137717, -73.77226012166147 40.59155630316988, -73.77164633621376 40.59152592152044, -73.7715535888803 40.59078041764049, -73.7715613373759 40.5907795973567, -73.77161708965745 40.590774320332194, -73.77167293669189 40.590769658528274, -73.77176905369656 40.59076569895275, -73.77186512663518 40.59076114936475, -73.77196114840817 40.59075601245185, -73.77199621516218 40.590753155328166, -73.77203117320023 40.590749616279766, -73.7720660024336 40.590745397068076, -73.77210067804822 40.59074049944495, -73.77213517758345 40.59073492786871, -73.77216947976606 40.590728684998815, -73.77220105016882 40.590722284514165, -73.77228281857904 40.59070949792245, -73.77236191750421 40.59069663844478, -73.77242085643287 40.59068660356021, -73.77252237215231 40.59156957137717)))",Q162-ZN02C-BCH0112,Q162,Q,Rockaway Beach,71121.9139404,1083.40803493
"MULTIPOLYGON (((-73.77095864698903 40.591491734971704, -73.7708160213678 40.59056046776609, -73.7707952405749 40.59042477645584, -73.77080464659885 40.590423202186855, -73.77083953725845 40.59042859478544, -73.77087266949158 40.59043797499914, -73.77088656025569 40.59045929293687, -73.77088110191515 40.59055077101033, -73.77088090135577 40.590554138578305, -73.77086989173885 40.590738690269056, -73.77088705349401 40.59077586038666, -73.77091043805719 40.59078279513512, -73.77093409744644 40.59078916309519, -73.77095800923864 40.59079495791837, -73.77098214982922 40.59080017325368, -73.77100649442625 40.590804804549, -73.77103101824082 40.59080884635167, -73.77105569883734 40.59081229591527, -73.77108140517383 40.59081494514822, -73.77110720934735 40.590816966903596, -73.77112680090812 40.59081802172131, -73.77113308537207 40.590818360229, -73.77115900608104 40.59081912416986, -73.77118494667593 40.59081925597507, -73.7712108788022 40.590818756488765, -73.77123677646478 40.590817627460204, -73.7712626148593 40.590815867939526, -73.77128836562194 40.590813481472416, -73.77131400276085 40.59081046890776, -73.77133950145299 40.590806834698874, -73.7713947612921 40.59079910917218, -73.77145016078518 40.59079199355288, -73.77150569048037 40.590785488722545, -73.7715535888803 40.59078041764049, -73.77164633621376 40.59152592152044, -73.7710558059708 40.591496684270815, -73.77095864698903 40.591491734971704)))",Q162-ZN02C-BCH0106,Q162,Q,Rockaway Beach,51523.2525024,1191.15962016
"MULTIPOLYGON (((-73.77081915708327 40.590580946582286, -73.77095864698903 40.591491734971704, -73.76978344752014 40.59143186269056, -73.7697258808471 40.591008367676096, -73.77006575339686 40.5909644091932, -73.77013699757838 40.59095495482592, -73.7701854127229 40.590951171298855, -73.77023372512629 40.590946690538715, -73.77028191824279 40.590941514313585, -73.7703299743425 40.59093564528984, -73.77037787570164 40.590929084332686, -73.77042560577159 40.59092183411081, -73.77047314800372 40.59091389729303, -73.77050825182256 40.59090579783391, -73.77054356286587 40.5908982381931, -73.77057906458413 40.5908912219394, -73.77061474516233 40.59088474994961, -73.77065058922916 40.59087882669545, -73.77068658142265 40.59087345394722, -73.77072270874334 40.59086863347987, -73.77073164997378 40.590867581495075, -73.77074557931758 40.590580039764596, -73.77074573317421 40.59057685851258, -73.77075221469013 40.590443056855584, -73.77077321005693 40.59042846248888, -73.7707952405749 40.59042477645584, -73.7708160213678 40.59056046776609, -73.77081915708327 40.590580946582286)))",Q162-ZN02C-BCH0105,Q162,Q,Rockaway Beach,65896.2707825,1326.78483198
"MULTIPOLYGON (((-73.76978344752014 40.59143186269056, -73.76924094017923 40.59140421979412, -73.76884897413854 40.59138476317205, -73.76880014927767 40.591122930616024, -73.76883341190351 40.591120595833715, -73.76886800706156 40.59111756761543, -73.76890250503929 40.591113946645024, -73.76893688574465 40.5911097355838, -73.76897113499825 40.5911049353039, -73.76900523388615 40.591099549369545, -73.76914523740011 40.59108097821217, -73.76928538160278 40.591063034833574, -73.7694256617698 40.591045720124264, -73.76956607317368 40.59102903587531, -73.7697258808471 40.591008367676096, -73.76978344752014 40.59143186269056)))",Q162-ZN02C-BCH0113,Q162,Q,Rockaway Beach,32316.1425629,772.092277826
"MULTIPOLYGON (((-73.75109630451027 40.59368535004628, -73.75085499941265 40.59378738897795, -73.75082470565849 40.59379928048355, -73.75063285148217 40.59386377965904, -73.75016625685433 40.59398576728333, -73.75004288969131 40.59401624747888, -73.74928150451778 40.59420118509146, -73.74889122542034 40.59352355212387, -73.74889183452345 40.593521791124445, -73.74890703065968 40.59350434601075, -73.74891533968712 40.59350101780981, -73.7489233946043 40.59349992145831, -73.74893239356717 40.59350663743557, -73.74894064074746 40.593518187597084, -73.74894618040888 40.59353568162162, -73.74901154931132 40.593514698065, -73.74909718412219 40.59348329730555, -73.74914780293626 40.59346070284177, -73.74930546727826 40.59331092823968, -73.74938321143094 40.59323707544072, -73.74953651170428 40.593132752284816, -73.75006377380971 40.592820929509195, -73.75047319925494 40.59262894451966, -73.75109630451027 40.59368535004628)))",Q162-ZN02A-BCH0107,Q162,Q,Rockaway Beach,190671.439102,1801.65152946
"MULTIPOLYGON (((-73.76884897413854 40.59138476317205, -73.76779907853611 40.59133265548421, -73.76776787436428 40.59113435779087, -73.76775740905885 40.59106785349116, -73.76777965091573 40.59106770572988, -73.76782819950559 40.59105890033008, -73.7678605612775 40.591048275565946, -73.76789058901892 40.591033852161154, -73.76793051112283 40.591003484203, -73.76791569640362 40.59073535771862, -73.76791552745311 40.59073230639447, -73.76789107286038 40.590289709579686, -73.76790157836156 40.59028041665687, -73.76793131076134 40.5902631784999, -73.76797320669914 40.59026193302927, -73.76800113306159 40.59026198941664, -73.76803600610789 40.590272704041425, -73.76805864507284 40.59028738689496, -73.76807079479555 40.59030737068303, -73.76804919077526 40.590721492606875, -73.76804904395361 40.590724311858125, -73.7680344381359 40.59100430460535, -73.76804608474653 40.59101068673147, -73.7680623874816 40.591018919830844, -73.76807909116093 40.59102667375664, -73.76809616865857 40.59103393584662, -73.76811359756118 40.59104069705006, -73.76813135191779 40.59104694650815, -73.7681531669 40.59105576615368, -73.76817534882382 40.59106403361221, -73.7681978764538 40.59107174073604, -73.76822072501072 40.5910788793702, -73.76824386853399 40.59108544135743, -73.7682672822412 40.59109141944338, -73.76829094134669 40.59109680727416, -73.76831481988039 40.59110159939418, -73.76833889187543 40.59110578944723, -73.76836313253355 40.591109374681615, -73.76838751351895 40.591112350537465, -73.76841201121786 40.591114713365045, -73.7684365961037 40.59111646130375, -73.7684612445595 40.591117591604295, -73.7684859270557 40.59111810330661, -73.76852053700797 40.591121034905, -73.76855522462849 40.5911233714016, -73.76858997219709 40.59112511276063, -73.7686247619967 40.591126258045854, -73.76865957749162 40.59112680632339, -73.76869439978024 40.591126757555244, -73.76872921232379 40.59112611170801, -73.76876399740193 40.591124868746135, -73.76879873611024 40.59112302953212, -73.76880014927767 40.591122930616024, -73.76884897413854 40.59138476317205)))",Q162-ZN02C-BCH0114,Q162,Q,Rockaway Beach,39825.672287,1337.86979306
